source,dataset_id,table_title,variable,theme,label,definition,unit,decimals,period,source_detail,geography,nonempty_rows,nonempty_amsterdam_rows
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV7_12,Bevolking leeftijd,7-12 jaar,"Personen in de leeftijd 7 t/m 12 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV75PLUS,Bevolking leeftijd,75+,Personen in de leeftijd 75 jaar en ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV75PLUS_P,Bevolking leeftijd,75+ (%),Het aandeel van de bevolking met een leeftijd van 75-plus.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV75_79,Bevolking leeftijd,75-79 jaar,Personen in de leeftijd 75 t/m 79 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80PLUS,Bevolking leeftijd,80+,Personen in de leeftijd van 80 jaar en ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80PLUS_P,Bevolking leeftijd,80+ (%),Het aandeel van de bevolking met een leeftijd van 80 jaar of ouder.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80_84,Bevolking leeftijd,80-84 jaar,Personen in de leeftijd 80 t/m 84 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV85_89,Bevolking leeftijd,85-89 jaar,Personen in de leeftijd 85 t/m 89 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV90_94,Bevolking leeftijd,90-94 jaar,Personen in de leeftijd 90 t/m 94 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV95_99,Bevolking leeftijd,95-99 jaar,Personen in de leeftijd 95 t/m 99 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV17EERSTE,Bevolking leeftijd,Eerste generatie migrant 0-17 jaar,"Aantal Amsterdammers van 0 t/m 17 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV17EERSTE_P,Bevolking leeftijd,Eerste generatie migrant 0-17 jaar (%),"Aandeel Amsterdammers van 0 t/m 17 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_22EERSTE,Bevolking leeftijd,Eerste generatie migrant 18-22 jaar,"Aantal Amsterdammers van 18 t/m 22 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_22EERSTE_P,Bevolking leeftijd,Eerste generatie migrant 18-22 jaar (%),"Aandeel Amsterdammers van 18 t/m 22 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV23_39EERSTE,Bevolking leeftijd,Eerste generatie migrant 23-39 jaar,"Aantal Amsterdammers van 23 t/m 39 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV23_39EERSTE_P,Bevolking leeftijd,Eerste generatie migrant 23-39 jaar (%),"Aandeel Amsterdammers van 23 t/m 39 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV40_64EERSTE,Bevolking leeftijd,Eerste generatie migrant 40-64 jaar,"Aantal Amsterdammers van 40 t/m 64 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV40_64EERSTE_P,Bevolking leeftijd,Eerste generatie migrant 40-64 jaar (%),"Aandeel Amsterdammers van 40 t/m 64 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65PLUSEERSTE,Bevolking leeftijd,Eerste generatie migrant 65+,"Aantal Amsterdammers van 65 jaar en ouder die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65PLUSEERSTE_P,Bevolking leeftijd,Eerste generatie migrant 65+ (%),"Aandeel Amsterdammers van 65 jaar en ouder die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_79EERSTE,Bevolking leeftijd,Eerste generatie migrant 65-79 jaar,"Aantal Amsterdammers van 65 t/m 79 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_79EERSTE_P,Bevolking leeftijd,Eerste generatie migrant 65-79 jaar (%),"Aandeel Amsterdammers van 65 t/m 79 jaar die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80PLUSEERSTE,Bevolking leeftijd,Eerste generatie migrant 80+,"Aantal Amsterdammers van 80 jaar en ouder die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80PLUSEERSTE_P,Bevolking leeftijd,Eerste generatie migrant 80+ (%),"Aandeel Amsterdammers van 80 jaar en ouder die eerste generatie migrant zijn.
Men is een eerste generatie migrant wanneer men in het buitenland is geboren.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV17GEEN,Bevolking leeftijd,Geen migratieachtergrond 0-17 jaar,Aantal Amsterdammers van 0 t/m 17 jaar zonder migratieachtergrond.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV17GEEN_P,Bevolking leeftijd,Geen migratieachtergrond 0-17 jaar (%),Aandeel Amsterdammers van 0 t/m 17 jaar zonder migratieachtergrond.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_22GEEN,Bevolking leeftijd,Geen migratieachtergrond 18-22 jaar,Aantal Amsterdammers van 18 t/m 22 jaar zonder migratieachtergrond.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_22GEEN_P,Bevolking leeftijd,Geen migratieachtergrond 18-22 jaar (%),Aandeel Amsterdammers van 18 t/m 22 jaar zonder migratieachtergrond.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV23_39GEEN,Bevolking leeftijd,Geen migratieachtergrond 23-39 jaar,Aantal Amsterdammers van 23 t/m 39 jaar zonder migratieachtergrond.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV23_39GEEN_P,Bevolking leeftijd,Geen migratieachtergrond 23-39 jaar (%),Aandeel Amsterdammers van 23 t/m 39 jaar zonder migratieachtergrond.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV40_64GEEN,Bevolking leeftijd,Geen migratieachtergrond 40-64 jaar,Aantal Amsterdammers van 40 t/m 64 jaar zonder migratieachtergrond.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV40_64GEEN_P,Bevolking leeftijd,Geen migratieachtergrond 40-64 jaar (%),Aandeel Amsterdammers van 40 t/m 64 jaar zonder migratieachtergrond.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65PLUSGEEN,Bevolking leeftijd,Geen migratieachtergrond 65+,Aantal Amsterdammers van 65 jaar en ouder zonder migratieachtergrond.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65PLUSGEEN_P,Bevolking leeftijd,Geen migratieachtergrond 65+ (%),Aandeel Amsterdammers van 65 jaar en ouder zonder migratieachtergrond.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_79GEEN,Bevolking leeftijd,Geen migratieachtergrond 65-79 jaar,Aantal Amsterdammers van 65 t/m 79 jaar zonder migratieachtergrond.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_79GEEN_P,Bevolking leeftijd,Geen migratieachtergrond 65-79 jaar (%),Aandeel Amsterdammers van 65 t/m 79 jaar zonder migratieachtergrond.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80PLUSGEEN,Bevolking leeftijd,Geen migratieachtergrond 80+,Aantal Amsterdammers van 80 jaar en ouder zonder migratieachtergrond.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80PLUSGEEN_P,Bevolking leeftijd,Geen migratieachtergrond 80+ (%),Aandeel Amsterdammers van 80 jaar en ouder zonder migratieachtergrond.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV17TWEEDE,Bevolking leeftijd,Tweede generatie migrant 0-17 jaar,"Aantal Amsterdammers van 0 t/m 17 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV17TWEEDE_P,Bevolking leeftijd,Tweede generatie migrant 0-17 jaar (%),"Aandeel Amsterdammers van 0 t/m 17 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_22TWEEDE,Bevolking leeftijd,Tweede generatie migrant 18-22 jaar,"Aantal Amsterdammers van 18 t/m 22 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_22TWEEDE_P,Bevolking leeftijd,Tweede generatie migrant 18-22 jaar (%),"Aandeel Amsterdammers van 18 t/m 22 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV23_39TWEEDE,Bevolking leeftijd,Tweede generatie migrant 23-39 jaar,"Aantal Amsterdammers van 23 t/m 39 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV23_39TWEEDE_P,Bevolking leeftijd,Tweede generatie migrant 23-39 jaar (%),"Aandeel Amsterdammers van 23 t/m 39 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV40_64TWEEDE,Bevolking leeftijd,Tweede generatie migrant 40-64 jaar,"Aantal Amsterdammers van 40 t/m 64 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV40_64TWEEDE_P,Bevolking leeftijd,Tweede generatie migrant 40-64 jaar (%),"Aandeel Amsterdammers van 40 t/m 64 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65PLUSTWEEDE,Bevolking leeftijd,Tweede generatie migrant 65+,"Aantal Amsterdammers van 65 jaar en ouder die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65PLUSTWEEDE_P,Bevolking leeftijd,Tweede generatie migrant 65+ (%),"Aandeel Amsterdammers van 65 jaar en ouder die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_79TWEEDE,Bevolking leeftijd,Tweede generatie migrant 65-79 jaar,"Aantal Amsterdammers van 65 t/m 79 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_79TWEEDE_P,Bevolking leeftijd,Tweede generatie migrant 65-79 jaar (%),"Aandeel Amsterdammers van 65 t/m 79 jaar die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80PLUSTWEEDE,Bevolking leeftijd,Tweede generatie migrant 80+,"Aantal Amsterdammers van 80 jaar en ouder die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV80PLUSTWEEDE_P,Bevolking leeftijd,Tweede generatie migrant 80+ (%),"Aandeel Amsterdammers van 80 jaar en ouder die tweede generatie migrant zijn.
Men is een tweede generatie migrant wanneer men in Nederland is geboren en wanneer tenminste één van de ouders in het buitenland geboren is.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,SRCULTVOORZ_R,Cultuur,Buurt: aanbod culturele voorzieningen (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van culturele voorzieningen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).
Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",0,,1 april,"O&S, Wonen in Amsterdam",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,SRCULTUUR_1000INW,Cultuur,Cultuurvestigingen per 1.000 inwoners,"Aantal vestigingen voor cultuur per 1. 000 inwoners. Het gaat om het aantal in het LISA geregistreerde vestigingen met de SBI-codes 59.14; 90.041; 85.52; 91.01; en 91.02. De codes staan voor Bioscopen; Dansscholen; Kunstzinnige vorming van amateurs; Theaters en schouwburgen; Openbare bibliotheken; Kunstuitleencentra; Overige culturele uitleencentra en openbare archieven; Musea; Kunstgaleries en expositieruimten.
Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister.",0 /1.000 inwoners,,1 januari,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
